Industry Clean,Mapped,count,Industry Ref
Law Practice,true,1,Law (Big law firm)
Law Practice,true,1,Law (Boutique Firm)
Law Practice,true,1,Law (in-house)
Non-Profit Organization Management,true,1,Law (public interest/non-profit)
Law Practice,true,1,law (transactional attorney)
Law Practice,true,1,Law / Litigation
Law Practice,true,1,Law & Policy
Law Enforcement,true,1,Law Enforcment
Law Practice,true,1,Law Library
Law Practice,true,1,Law/Consulting
Law Practice,true,1,Law/Finance
Government Administration,true,1,Law/government
Judiciary,true,1,Law/Judiciary
Law Practice,true,1,Law/Legal Aid
Law Practice,true,1,Law/Lobbying
Law Practice,true,1,Law/Professional Services
Law Practice,true,1,Law/tech
Law Practice,true,1,Lawncare
Learning Management,,1,Learning Management
Leasing,,1,Leasing
Leave of Absence Management,,1,Leave of Absence Management
Legak,,1,Legak
Law Practice,true,1,Legal - AmLaw 100 Firm
Legal Services,true,1,legal - for now
Law Practice,true,1,Legal - Immigration Law
Legal Services,true,1,Legal - Private firm
Law Practice,true,1,Legal (Biglaw)
Legal Services,true,1,Legal (Intellectual Property)
Legal Services,true,1,Legal / Administrative
Insurance,true,1,Legal / Insurance
Research,true,1,Legal academia (staff)
Legal Services,true,1,Legal admin
Legal Services,true,1,Legal assistant
Legal Services,true,1,Legal cannabis / on-line retail
Legal Services,true,1,Legal Communications
Legal Services,true,1,Legal consulting/tech
Legal Services,true,1,Legal Expenses
Legal Services,true,1,legal for a state agency
Legal Services,true,1,Legal Marketing
Non-Profit Organization Management,true,1,Legal non profit
Non-Profit Organization Management,true,1,Legal NonproNon-
Legal Services,true,1,Legal Research
Legal Services,true,1,Legal support
Law Practice,true,1,Legal-Law Firm
Legal Services,true,1,"Legal, private practice"
Accounting,true,1,Legal/Accounting
Legal Services,true,1,Legal/Administrative
Non-Profit Organization Management,true,1,Legal/Nonprofit
Legal Services,true,1,Legal/Not-for-profit
Legal Services,true,1,Legal\Ediscovery
Legla,,1,Legla
"Leisure, Travel & Tourism",true,1,Leisure
LEO,,1,LEO
Lettings,,1,Lettings
Government Administration,true,1,Librarianship (federal government)
Research,true,1,"Libraries (academic, private)"
Libraries (research and public),,1,Libraries (research and public)
Research,true,1,Libraries and Archives (Academic)
Libraries and archives (gov't),,1,Libraries and archives (gov't)
Libraries-Special,,1,Libraries-Special
Libraries/Archives,,1,Libraries/Archives
Museums and Institutions,true,1,Libraries/Archives/Museums
Primary & Secondary Education,true,1,Libraries/Education
Primary & Secondary Education,true,1,Libraries/Higher Education
Non-Profit Organization Management,true,1,Libraries/Nonprofit
Government Administration,true,1,Library (Government)
Primary & Secondary Education,true,1,Library / Education
Library & Information,,1,Library & Information
Library Administration/Local Gov't.,,1,Library Administration/Local Gov't.
library sales,,1,library sales
Computer Software,true,1,Library Software
Library technical services,,1,Library technical services
Library technology,,1,Library technology
Library--College,,1,Library--College
Non-Profit Organization Management,true,1,Library/Non-profit
Licensing,,1,Licensing
Liesure,,1,Liesure
Life Science Tool,,1,Life Science Tool
Life Science Research,,1,Life sciences research
Manufacturing,true,1,Life Sciences- IVD Manufacturing
Biotechnology,true,1,"Life sciences, biotech"
Biotechnology,true,1,Life Sciences/Biotech
Lifecycle Marketing in Tech,,1,Lifecycle Marketing in Tech
Lighting & Signing,,1,Lighting & Signing
Lighting sales,,1,Lighting sales
Linguistic services,,1,Linguistic services
Linguistics,,1,Linguistics
Retail,true,1,Liquor Retail
Litigation Consulting,,1,Litigation Consulting
Events Services,true,1,Live Events
Events Services,true,1,Live Events / Media
Government Administration,true,1,Lobbying/Government Affairs
Government Administration,true,1,Local County Government
Government Administration,true,1,Local Government (Parks & Rec)
Accounting,true,1,Local Government / Accounting
Government Administration,true,1,Local government information systems
Information Technology and Services,true,1,Local Government IT
Government Administration,true,1,local government: library
Government Administration,true,1,Local government/natural resources
Government Administration,true,1,Local Government/Public Library
Government Administration,true,1,Local Government/Utilities
Local Govt,,1,Local Govt
Location technology,,1,Location technology
Food & Beverages,true,1,Logistics (cold warehousing of food)
Logistics & Distribution,,1,Logistics & Distribution
Logistics Technology,,1,Logistics Technology
Logistics/Shipping,,1,Logistics/Shipping
Warehousing,true,1,Logistics/Warehousing
Logitistics,,1,Logitistics
Insurance,true,1,Long Term Care Insurance
Lottery,,1,Lottery
LSP,,1,LSP
Lumber,,1,Lumber
luxury,,1,luxury
Apparel & Fashion,true,1,Luxury/Fashion
M&A,,1,M&A
Machine Controls,,1,Machine Controls
Machine Distribution,,1,Machine Distribution
Machine operator,,1,Machine operator
Machine Sales,,1,Machine Sales
Machine Tools,,1,Machine Tools
Machine Trades,,1,Machine Trades
Magazine editorial,,1,Magazine editorial
Magazine/journalism,,1,Magazine/journalism
Magazines,,1,Magazines
Events Services,true,1,Major Events
Retail,true,1,mall retail
Managed Care,,1,Managed Care
Hospital & Health Care,true,1,Managed Care (Health care)
Managed Hosting,,1,Managed Hosting
managed services,,1,managed services
Management Consultancy,,1,Management Consulting (Research and Advisory)
Management intern,,1,Management intern
Restaurants,true,1,Management of Franchise Restaurants
Manufacturing,true,1,Manufactuing
Manufacturers,,1,Manufacturers
Manufacturing,true,1,Manufacturing - Commercial Print
Automotive,true,1,Manufacturing - Home Automation
Oil & Energy,true,1,Manufacturing - Oil and Gas
Manufacturing,true,1,Manufacturing - wood products
Food & Beverages,true,1,Manufacturing (Food and Beverage)
Manufacturing,true,1,Manufacturing (Garage Doors)
Manufacturing,true,1,Manufacturing / Sales
Manufacturing,true,1,Manufacturing & Dist
Plastics,true,1,"Manufacturing and distributing, plastics"
Manufacturing,true,1,Manufacturing and Engineering Services
Apparel & Fashion,true,1,Manufacturing Apparel
Automotive,true,1,Manufacturing Automation
Consumer Goods,true,1,Manufacturing Soft Consumer Goods
Manufacturing,true,1,Manufacturing Supply Chain
Manufacturing,true,1,Manufacturing- Power Industry
Consumer Goods,true,1,"Manufacturing, Consumer Goods"
Chemicals,true,1,Manufacturing/Chemistry
Manufacturing,true,1,Manufacturing/Quality Control
Retail,true,1,Manufacturing/retail
Manufacturing,true,1,Manufacturing/Wholesaling
Manufaturing/ tech,,1,Manufaturing/ tech
Marine resource management,,1,Marine resource management
Marketing and Advertising,,1,Market Research / Life Sciences
Marketing and Advertising,,1,Market Research + Consumer Insights
Marketing and Advertising,,1,Market Research/ Insights
Marketing and Advertising,,1,Market Research/Tech
Law Practice,true,1,Marketing - Law
Media,true,1,marketing / media
Government Administration,true,1,Marketing & Public Affairs - Local Government
Marketing and Advertising,,1,marketing and 3PL
Law Practice,true,1,Marketing and communications (law)
Marketing and Advertising,,1,Marketing and Consulting
Events Services,true,1,Marketing and Events
Marketing and Advertising,,1,Marketing and Sales Organization
Marketing consulting / agency,,1,Marketing consulting / agency
Marketing Data,,1,Marketing Data
Motion Pictures and Film,true,1,Marketing film production
Legal Services,true,1,Marketing for a legal association
Marketing for a manufacturer,,1,Marketing for a manufacturer
Marketing for the restaurant industry,,1,Marketing for the restaurant industry
Marketing Materials,,1,Marketing Materials
Marketing pest control,,1,Marketing pest control
Marketing research consulting,,1,Marketing research consulting
Design,true,1,Marketing tech and design
Marketing and Advertising,,1,Marketing tech startup
Marketing and Advertising,,1,Marketing Technology Services
Marketing Agency,,1,Marketing/Agency
Public Relations and Communications,true,1,Marketing/Communications/Admin
Entertainment,true,1,Marketing/Entertainment
Fund-Raising,true,1,Marketing/Fundraising
Graphic Design,true,1,Marketing/graphic design
Marketing/PR,,1,Marketing/PR
Public Relations and Communications,true,1,Marketing/PR/Communications
Marketing/Promotional,,1,Marketing/Promotional
Public Relations and Communications,true,1,Marketing/Public Relations
Media,true,1,Mass media
Massage,,1,Massage
Material Sciences,,1,Material Sciences
materials engineering,,1,materials engineering
Manufacturing,true,1,Materials Manufacturing
Mattress Sales,,1,Mattress Sales
McDonalds,,1,McDonalds
MD,,1,MD
Meat packing,,1,Meat packing
Mechanic,,1,Mechanic
Construction,true,1,Mechanical construction
Mechanical Subcontractor,,1,Mechanical Subcontractor
MedComm,,1,MedComm
Medecine,,1,Medecine
Media,true,1,Media - Diversified
Media,true,1,Media - print newspaper
Media,true,1,Media (TV Advertising)
Media,true,1,Media (YouTube)
Media,true,1,Media / Distribution
Media,true,1,Media / Professional Association
Media,true,1,Media ad sales
Media,true,1,Media and ad tech
Media,true,1,Media and communications
Publishing,true,1,Media and Publishing
Primary & Secondary Education,true,1,Media Education
Media,true,1,Media Monitoring
Research,true,1,Media Production / Academia
Media,true,1,Media relations
Media,true,1,Media Sales
Media,true,1,media services
Publishing,true,1,Media/Book Publishing
Broadcast Media,true,1,media/broadcasting
Media,true,1,Media/cable
Media,true,1,Media/Newspapers
Publishing,true,1,Media/Publishing
Media,true,1,media/tech
Media,true,1,Media/Television
Media,true,1,Media/TV
Media,true,1,Median & Marketing
Information Technology and Services,true,1,Medical - IT
Medical Practice,true,1,Medical administration
Medical Practice,true,1,Medical call center
Medical Practice,true,1,Medical clinic
Medical Practice,true,1,Medical Coding
Medical Practice,true,1,Medical communications (pharma)
Medical Practice,true,1,Medical credentialling
Medical Devices,true,1,Medical device & CPR Equipment
Medical Devices,true,1,medical device manufacture
Medical Devices,true,1,Medical device manufacturer
Medical Devices,true,1,Medical Device Research
Medical Devices,true,1,Medical Device Startup
Medical Devices,true,1,Medical Device- Orthopedic Extremities
Biotechnology,true,1,Medical Device/Biotech
Hospital & Health Care,true,1,Medical device/healthcare
Medical Devices,true,1,Medical device/tissue
Medical Devices,true,1,Medical Devices - Engineering
Medical Devices,true,1,medical devices -IVD
Biotechnology,true,1,Medical devices / biotech
Medical Devices,true,1,Medical Devices-Life Science
Medical Devices,true,1,"Medical devices, textile"
Medical Devices,true,1,Medical Distribution
Medical Devices,true,1,Medical Equip
Medical Devices,true,1,Medical equipment manufacturing
Medical Devices,true,1,Medical Industry
Insurance,true,1,Medical Insurance
Medical Devices,true,1,Medical lab equipment
Medical Practice,true,1,Medical Laboratory Science
Medical Practice,true,1,Medical Libraries
Medical Practice,true,1,Medical Library
